Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
Barr Foundation,"Trustees of Tufts College, Inc.","325,000",2021,3 months,Not Specified,Ethnic and racial minority rights,Academics,Equal access; Fellowships,Cash grants,To support the Racial Equity in Policy and Planning Fellowship program
The Kresge Foundation,Groundwork Usa Inc,"325,000",2021,1 month,Environment,Climate change,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people,Program support,Cash grants,"To support Groundwork USA to advance equity-focused climate-resilience strategies in urban, low-income communities disproportionately impacted by extreme heat and urban flooding."
Raikes Foundation,Third Sector New England,"322,500",2021,2 months,YH 3: Crisis Response,Housing for the homeless,Not Specified,General support,Cash grants,This Grant provides unrestricted support for general operations for A Way Home Washington in honor of its work towards preventing and ending youth and young adult homelessness and addressing racial and LGBTQ+ disproportionality for this population across WA state.
The William Penn Foundation,Teach Plus,"308,325",2021,3 months,Great Learning,Elementary and secondary education,Children and youth; Ethnic and racial groups; Low-income people; Students; Teachers,Public engagement and education; Equal access,Cash grants,"The project aims to ensure our public education system is one where every school receives adequate funding so every student has equitable access to opportunity, in addition to building public support for increased revenues to finally create this reality"
Barr Foundation,Codman Square Neighborhood Development Corporation,"300,000",2021,3 months,Not Specified,Antidiscrimination,Low-income people,Not Specified,Cash grants,To support community leadership on climate and racial justice in Codman Square and South Dorchester
Barr Foundation,Viet-Aid,"300,000",2021,2 months,Not Specified,Climate change,People of Southeast Asian descent; Immigrants and migrants; Low-income people,Not Specified,Cash grants,To engage residents of Fields Corner and surrounding neighborhoods to develop climate resilient strategies
Ford Foundation,Isabella Stewart Gardner Museum,"300,000",2021,3 months,Beyond Current Program Structure,Traditional knowledge,People of Arab descent; People of African descent,General support,Cash grants,"Core support for special exhibitions featuring master contemporary artists exploring new ideas and scholarship on issues of race, representation, gender and power"
Nellie Mae Education Foundation,"SABURA Youth Programs, Inc.","300,000",2021,1 year,POC-led,Public safety,Ethnic and racial groups,General support,Cash grants,This grant will provide operating support to SABURA??
Nellie Mae Education Foundation,Brockton Interfaith Community,"300,000",2021,1 year,POC-led,Community organizing,Low-income people,General support,Cash grants,This grant will provide operating support to Brockton Interfaith?
Nellie Mae Education Foundation,African Community Education Program,"300,000",2021,1 year,POC-led,Public safety,Ethnic and racial groups,General support,Cash grants,This grant will provide operating support to African Community Education Program??(ACE)
Nellie Mae Education Foundation,North American Indian Center of Boston,"300,000",2021,1 year,POC-led,Public safety,American Indians,General support,Cash grants,This grant will provide operating support to NAICOB.
Paul M. Angell Family Foundation,"SAGA Innovations, Inc.","300,000",2021,1 year,School Achievement and Completion,Tutoring,Adolescents; Low-income people; Students,General support,Cash grants,"Saga requests general operating funds from the Paul M. Angell Family Foundation to support recruitment and operating expenses to staff and hire at least 16 site teams serving at least 25 Chicago public schools during the 2022-2023 school year. Saga has a multi-year contract with Chicago Public Schools. Saga program expenses not covered by the district include recruitment, widespread digital marketing for talent, HR support for Chicago teams, and other Chicago-related administrative, supportive, and operational services. Saga’s program is delivered by a team of Americorps Members managed by a Site Director (SD). Each Member works in groups of 2 to 4 students in a dedicated Saga classroom for a full period within the students’ schedules. Members support students’ grade-level and foundational mathematics skills, and SDS oversee the classroom and Members and also coordinate with school staff. In the Traditional Model, Members meet with students daily; in the Blended Learning model, students alternate daily between tutorials with their Member and independent practice using an adaptive practice tool. Both models are adaptable and can be implemented remotely in the event of district-wide school closures. Members who are selected exhibit strong math and interpersonal skills and show a commitment to racial equity and education. To make a year of service more accessible to community members, Saga accepts candidates who hold Associate degrees as well as Bachelor's degrees, and recruitment and hiring of locals is prioritized; it is critical to Saga that our tutors reflect the students and communities with whom we work. In the 20-21 school year, 52% of Saga's national cohort identified as people of color; 45% of this same cohort identified as female, 38% identified as male, and 10% opted out of identifying their gender; 75% of the cohort identified as recent college graduates, 17% as early career professionals, 1% as mid-career professionals, and 7% as retirees."
Silicon Valley Community Foundation,Muckrock Foundation Incorporated,"300,000",2021,1 year,Civil Liberties,International development,Ethnic and racial groups,Program support,Cash grants,Not Specified
Silicon Valley Community Foundation,Boston Debate League,"300,000",2021,1 year,Secondary & High Schools,Civics for youth,Preteens; Adolescents; Ethnic and racial groups; Students,Not Specified,Cash grants,Not Specified
The Kresge Foundation,Dudley Street Neighborhood Initiative,"300,000",2021,2 months,Arts and Culture; Creative Placemaking,Neighborhood associations,Ethnic and racial groups; Low-income people,General support,Cash grants,Operating support to continue to bolster Dudley Street Neighborhood Initiative's Creative Placemaking activities and participation in Kresge's Building and Supporting Equitable Development (BASED) initiative.
John D. and Catherine T. MacArthur Foundation,Resilience Partners NFP,"297,545",2021,1 month,Chicago,Economic development,People of African descent,Program support,Cash grants,"In support of South Shore Planning and Preservation Coalition, a project of Resilience Partners."
Richard & Susan Smith Family Foundation,Brockton Neighborhood Health Center,"260,000",2021,1 year,Not Specified,Health care access,Children and youth,Program support,Cash grants,Multi-year TEAM UP (Transforming and Expanding Access to Mental Health in Urban Pediatrics) for Children grant which seeks to promote positive child health and well-being through the delivery of evidence-based integrated behavioral health care in pediatric primary care clinics.
Doris Duke Charitable Foundation,Emerson College,"256,876",2021,3 months,Arts,Theater,People of Latin American descent; Artists and performers,General support; Financial sustainability; Network-building and collaboration,Cash grants,Core Support for National Arts Service 2021 - Latinx Theatre Commons
Ballmer Group,Foster America,"252,850",2021,1 year,Not Specified,Adoption,Children and youth; Foster and adoptive children; Ethnic and racial groups; Economically disadvantaged people,Program support,Cash grants,"Foster America develops a pipeline of leaders and innovators to transform the child welfare system, help keep families safely together, and make foster care more loving and far less traumatic. Our grant supports the placement of a Foster America fellow within the Washington State Department of Child, Youth, and Families to improve the recruitment, licensing, and support for kinship caregivers, particularly kinship caregivers of color"
Charles Hayden Foundation,Bottom Line,"250,000",2021,1 year,Not Specified,Equal opportunity in education,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Equal access; Program support,Cash grants,Toward the support of their Access and Success programs in Boston and New York
Charles Hayden Foundation,Summer Search,"250,000",2021,1 year,Not Specified,Youth organizing,Children and youth; Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Toward the support of their general operations at Summer Search Boston and New York City
Doris Duke Charitable Foundation,"Theater Offensive, Inc.","250,000",2021,1 month,Arts,Theater,Ethnic and racial groups; People of Middle Eastern descent; People of Asian descent; People of African descent; People of Latin American descent; Indigenous peoples,General support; Financial sustainability,Cash grants,General Operating Support
The Robert Wood Johnson Foundation,Northeastern Univ,"249,920",2021,2 months,Not Specified,Sororities and fraternities,Not Specified,Not Specified,Cash grants,Not Specified
Barr Foundation,Social Innovation Forum Inc.,"225,000",2021,3 months,Not Specified,Antidiscrimination,Ethnic and racial groups,Public engagement and education; Equal access,Cash grants,"To provide general operating support and support the organization's diversity, equity, and inclusion work"
Charles Hayden Foundation,Boston Coalition for Boys,"220,000",2021,1 year,Not Specified,Youth development,Adolescent boys; Ethnic and racial groups; Low-income people,Program support,Cash grants,Toward the support of their Young Man with a Plan program
Doris Duke Charitable Foundation,Beth Israel Deaconess Medical Center,"220,000",2021,2 months,Medical Research,Kidney diseases,People of Central American descent; Farmers,Research and evaluation; Fellowships,Cash grants,Niacinamide Adenine Dinucleotide (NAD+) Metabolism in Acute Kidney Injury (AKI) Events and Early Chronic Disease Among Individuals at Risk for Chronic Kidney Disease of Nontraditional Cause (CKDNT).
Doris Duke Charitable Foundation,Brigham and Women's Hospital,"220,000",2021,2 months,Medical Research,Malaria,People of African descent,Research and evaluation; Fellowships,Cash grants,Whole Proteome Antibody Correlates of Protection from Malaria (BWH'S internal reference 2020a018318)
Ballmer Group,President and Fellows of Harvard College,"206,000",2021,1 year,Not Specified,Antidiscrimination,Academics,Equal access; Program support,Cash grants,"Washington State Department of Children, Youth, and Families is the lead agency for state-funded services that support children and families to build resilience and health and to improve educational outcomes. Our grant supports building capacity in the Department, as well as its partners and communities, to successfully expand effective child welfare prevention programming and help address racial and ethnic disparities"
Barr Foundation,Community Foundation of Western Massachusetts,"200,000",2021,1.5 months,Not Specified,Ethnic and racial minority rights,Not Specified,Faculty and staff development; Equal access,Cash grants,"To support organizational coaching, training, and HR-related racial equity work"
Barr Foundation,Chinatown Community Land Trust Inc,"200,000",2021,3 months,Not Specified,Neighborhood associations,People of East Asian descent; Immigrants and migrants; Low-income people,Not Specified,Cash grants,To support the creation of a community microgrid in the Chinatown neighborhood of Boston
Barr Foundation,He Is Me Institute Inc,"200,000",2021,2 months,Not Specified,Equal opportunity in education,Young adults; Men and boys; People of African descent; People of Latin American descent,General support,Cash grants,To support general operations
Barr Foundation,Chinatown People Progressive Association Inc.,"200,000",2021,3 months,Not Specified,Ethnic and racial minority rights,Seniors; People of East Asian descent; Immigrants and migrants; Low-income people,General support,Cash grants,To provide general operating support
Barr Foundation,Coalition For Social Justice Education Fund,"200,000",2021,3 months,Not Specified,Human services,Women and girls; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people; Incarcerated people,General support,Cash grants,To provide general operating support
Carnegie Corporation of New York,Bottom Line,"200,000",2021,1 month,National Program,Community and economic development,Children and youth; Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Not Specified,Cash grants,For core support of Bottom Line New York
Charles H. Farnsworth Trust,"The Neighborhood Developers, Inc.","200,000",2021,3 months,"Housing & Shelter\Housing Development, Construction & Management\Senior Citizens' Housing & Retirement Communities",Retirement housing,Seniors; People with disabilities,Program support,Cash grants,To support development/construction costs for supportive senior housing in Everett and for resident services of One Beach in Revere
Nellie Mae Education Foundation,The Teachers' Lounge Incorporated,"200,000",2021,1 year,POC-led,Education,Teachers,General support,Cash grants,This grant provides general operating support to The Teacher's Lounge.
The Heinz Endowments,Teach Plus,"200,000",2021,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Low-income people; Students; Teachers,Program support,Cash grants,"For the PA Teacher Policy Fellowship and Teacher Partner Network, Teach Plus will empower effective teacher leaders to achieve education policy wins in Pennsylvania that will advance equity for students"
The Kresge Foundation,New Venture Fund (for IllumiNative),"200,000",2021,1 month,Presidential Discretion,Civic participation,Ethnic and racial groups,General support,Cash grants,To protect voting rights and increase democratic participation of historically marginalized voters of color.
The Commonwealth Fund,President and Fellows of Harvard College,"199,787",2021,1 year,Controlling Health Care Costs,Health care quality,Academics,"Policy, advocacy and systems reform; Research",Cash grants,"This project will assess the extent to which non-cOVID-19-related medical care and hospital revenue changed over time during the pandemic. Specifically, it will provide an assessment of changes in elective, nonelective, and emergent surgical procedures and medical admissions from March 2020 through the end of the first quarter of 2021 and compare these admissions to those in 2019. The project will examine whether outcomes varied for these procedures during the pandemic stratified by key patient characteristics (e.G., Payer type, race, age, sex) and hospital characteristics (e.G., Urban/rural, teaching hospital, safety net). It also will measure the changes in revenue experienced by different hospital types. Analyses for utilization will be conducted using the Premier Healthcare Database (PHD), a large U.S.-Hospital-based, service-level, all-payer database that contains information on 45 percent of all U.S. Hospital discharges from nearly 800 diverse hospitals. Vizient Clinical Database and Revenue files, another discharge-based, all-payer database, will be used to assess changes in hospital revenue."
The Commonwealth Fund,STAT News,"198,825",2021,1 year,Health Equity,Health care access,Ethnic and racial groups,Network-building and collaboration; Equal access; Program support; Presentations and productions,Cash grants,"This would support two separate but complementary projects developed by STAT with input from the Fund. The first is a nine-month series of stories on how racism and bias are manifested in medicine, led by Pulitzer Prize-winning journalist Usha Lee Mcfarling. The second is a podcast that would explore the topic of health equity from a systems approach, discussing the policies that lead to pervasive and entrenched racial disparities in the health care system, and solutions for creating an equitable and antiracist health system."
Barr Foundation,Massachusetts Voter Education Network Inc,"175,000",2021,1 month,Not Specified,Disaster relief,People of African descent; Economically disadvantaged people; Victims of disaster; People with diseases and illnesses,Emergency funds; Program support,Cash grants,To provide support to its Black Boston COVID-19 Coalition program for COVID-19 relief and vaccine equity efforts in predominantly Black communities of Boston
The Kresge Foundation,Massachusetts Institute of Technology,"175,000",2021,1 month,Health,Business and industry,Academics,Program support,Cash grants,To enable the Massachusetts Institute of Technology Community Innovators Lab (MIT Colab) to develop a coordinated bi-coastal plan that advances universal long-term care business ownership in BIPOC communities and non-extractive finance models among values-aligned finance leaders.
Kataly Foundation,Massachusetts Women of Color Coalition,"160,000",2021,1 year,Not Specified,Human rights,Not Specified,Program support,Cash grants,Mindfulness and Healing Justice
Barr Foundation,Latina Circle Inc.,"150,000",2021,2 months,Not Specified,Civic participation,Ethnic and racial groups; People of Latin American descent; Immigrants; Economically disadvantaged people; Activists,Capacity-building and technical assistance,Cash grants,To provide continued program and capacity building support
Silicon Valley Community Foundation,"GreenLight Fund, Inc.","150,000",2021,1 year,Educational Services,Urban development,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Silicon Valley Community Foundation,Conservation International Foundation,"150,000",2021,1 year,Natural Resources Conservation & Protection,Environmental and resource rights,Indigenous peoples; Farmers,Program support,Cash grants,Not Specified
Barr Foundation,Lenny Zakim Fund,"150,000",2021,2 months,Not Specified,Foundations,Children and youth; Adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,General support,Cash grants,To provide general operating support
Ford Foundation,Third Sector New England,"150,000",2021,1 month,Beyond Current Program Structure,Community improvement,Ethnic and racial groups,General support,Cash grants,"Core support for the Building Movement Project's Racially Equitable Nonprofit Infrastructure project to research how nonprofits, especially those led by and focused on people of color, use supports for organization building and overcoming barriers"
Northwest Area Foundation,Nonprofit Information Networking Association,"150,000",2021,3 months,Responsive (fka Other - Programs),Social rights,Ethnic and racial groups,Program support,Cash grants,"This request is for funding to build on the momentum of NPQS Economic Justice Initiative, which has connected and accelerated the work of networks knowledge and resources that aim to catalyze ongoing efforts to advance a more just economy and society. We believe this work: is urgent in this countrys current anti-democratic, economically unacceptable circumstances, fills a critical national gap in the nonprofit and movement-building ecosystem, reaches a broad range of influential participants, including numerous activists of color, and builds on proven methods of work and activity."
The William Penn Foundation,Resilient Coders,"150,000",2021,1 year,WPF Fund,Job training,Low-income people,Program support,Cash grants,Free occupational skills training program that will train people of color from low-income communities for high growth careers as software engineers
The RRF Foundation for Aging,Trustees of Boston University,"149,863",2021,1 year,Research,Antidiscrimination,Ethnic and racial groups; Economically disadvantaged people,"Policy, advocacy and systems reform; Research; Program evaluations",Cash grants,"An 18-month grant for research to explore how structural aspects of Social Security disadvantage specific populations of older people and evaluate how potential adjustments to distinct rules could improve the economic well-being of Social Security beneficiaries, particularly low-income people of color and women"
The Commonwealth Fund,President and Fellows of Harvard College,"127,751",2021,1 year,Controlling Health Care Costs,Health care financing,Economically disadvantaged people; People with diseases and illnesses,"Information and Referral; Policy, advocacy and systems reform; Research; Data and measurement systems; Online media",Cash grants,"This project will conduct three analyses on the role of telemedicine in the context of the COVID-19 pandemic and how it has impacted access to care, including 1) assessing whether vulnerable populations (by race, income, and rurality) are less likely to receive telemedicine; 2) comparing telemedicine use across patients with and without chronic illnesses, specialties, and clinical conditions; and 3) assessing variation in telemedicine use across primary care practices and its impact on preventive care. These analyses will be conducted for both Medicare FFS beneficiaries using VDRC data and for those with commercial insurance or Medicare Advantage using Optum data."
"Greater Worcester Community Foundation, Inc.",Legendary Legacies Inc,"125,000",2021,1 year,Not Specified,Voter education and registration,Adolescents; Young adults,Public engagement and education; Program support,Cash grants,"""For creating a youth-led civic engagement academy to increase voter registration and turnout among 18-25 year olds"""
Silicon Valley Community Foundation,Year Up,"125,000",2021,1 year,Year Colleges,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Barr Foundation,Boston Chinatown Neighborhood Center,"110,625",2021,3 months,Not Specified,Human services,Artists and performers,Network-building and collaboration,Cash grants,To support participation in Years 4-6 of the Barr Klarman Massachusetts Arts Initiative
Barr Foundation,Essex County Community Foundation,"110,000",2021,0.83 months,Not Specified,Ethnic and racial minority rights,Not Specified,Equal access,Cash grants,"To hire a consultant and augment staff support to build internal capacity to learn, reflect, assess, and transform the organization to center racial equity in the culture and work of the organization"
"Health Resources in Action, Inc.",Chelsea Collaborative Inc,"108,750",2021,1 year,Not Specified,Disaster relief,Victims of disaster,Emergency funds,Cash grants,COVID-19 Community Grants Program
"Health Resources in Action, Inc.",Cambodian Mutual Assist. Assoc. of Greater Lowell,"108,750",2021,1 year,Not Specified,Disaster relief,Victims of disaster,Emergency funds; Program support,Cash grants,COVID-19 Community Grants Program
"Health Resources in Action, Inc.",WORCESTER INTERFAITH,"103,750",2021,1 year,Not Specified,Disaster relief,Victims of disaster,Emergency funds,Cash grants,COVID-19 Community Grants Program
"Health Resources in Action, Inc.",Who's Got Morale,"101,250",2021,1 year,Not Specified,Disaster relief,Ethnic and racial groups; Victims of disaster,Emergency funds; Program support,Cash grants,COVID-19 Community Grants Program
Barr Foundation,Sociedad Latina,"100,000",2021,1 month,Not Specified,Communicable disease control,People of Latin American descent,Equal access; Program support,Cash grants,To provide support to its Greater Boston Latino Network program for COVID-19 relief and vaccine education and equity in Latinx communities across Boston
Barr Foundation,"Arise, Inc.","100,000",2021,2 months,Not Specified,Social rights,Women and girls; Ethnic and racial groups; Low-income people,General support,Cash grants,To provide general operating support
Barr Foundation,Boston Chinatown Neighborhood Center,"100,000",2021,1 month,Not Specified,Diseases and conditions,Victims of disaster; People with diseases and illnesses; Emergency responders,Program support,Cash grants,To support the COVID-19 relief and vaccine education efforts in Chinatown
Barr Foundation,Grub Street Inc.,"100,000",2021,1 month,Not Specified,Literature and writing,Adolescents; Adults; Ethnic and racial groups; Multiracial people,"Policy, advocacy and systems reform; Program support",Cash grants,To support facilitation to strengthen organizational culture and policies
Barr Foundation,Lenny Zakim Fund,"100,000",2021,1 month,Not Specified,Philanthropy and public policy,Children and youth; Adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Regranting; Technical assistance,Cash grants,To provide continued support for the Fund's financial and technical assistance to grassroots organizations addressing social and economic injustice
Charles Hayden Foundation,Edward Brooke Charter School,"100,000",2021,1 year,Not Specified,Secondary education,Adolescents; Ethnic and racial groups; Low-income people; Students,Continuing support; Capacity-building and technical assistance,Cash grants,Towards the support of their continued high school start up operating expenses for Brooke High School
Lloyd G. Balfour Foundation,Summer Search,"100,000",2021,2 months,Not Specified,Youth development,Economically disadvantaged people,General support,Cash grants,General Operations of the organization
Lloyd G. Balfour Foundation,Posse Foundation,"100,000",2021,3 months,Education,Education services,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Academics; Students,Program support,Cash grants,"General operating support, Posse Boston"
Nellie Mae Education Foundation,Massachusetts Budget and Policy Center,"100,000",2021,1 year,"Partnerships, Coalitions and Movements",Equal opportunity in education,Adults; People of Asian descent; Low-income people,Program support,Cash grants,"Eliminate racial inequities in education by advocating for policies that promote equity, prioritize community goals, and advance excellent, student-centered public education for all MA youth"
Nellie Mae Education Foundation,Massachusetts Education Justice Alliance - Education Fund,"100,000",2021,1 year,"Partnerships, Coalitions and Movements",Ethnic and racial minority rights,Ethnic and racial groups,Program support,Cash grants,"POC led Coalition of member organizations led by youth, parents, educators, and community members. Implementing campaigns to protect public education and expand an anti-racist education justice movement across the state."
Seattle Foundation,Teach Plus,"100,000",2021,1 year,Not Specified,Equal opportunity in education,Children and youth; Ethnic and racial groups; Low-income people; Students,Equal access; Program support,Cash grants,Educational Equity
The Nathan Cummings Foundation,Center for Economic Democracy Inc,"100,000",2021,3 months,Racial and Economic Justice,Economic development,Low-income people,General support,Cash grants,"Renewed support to the Center for Economic Democracy (CED) for its work to build economic power, wealth, and local government infrastructure in historically marginalized communities in Boston."
The Nathan Cummings Foundation,Center for Economic Democracy Inc,"100,000",2021,3 months,Racial and Economic Justice,Economic development,Ethnic and racial groups; Low-income people,General support; Capital and infrastructure,Cash grants,"Renewed support to the Center for Economic Democracy (CED) for its work to build economic power, wealth, and local government infrastructure in historically marginalized communities in Boston."
Walter and Elise Haas Fund,Join for Justice Inc.,"100,000",2021,2 months,Jewish Life; Diversity is a Strength,Social rights,Adults; Jewish people,Public engagement and education; Equal access,Cash grants,"Two years of project support to launch a Jews of Color Organizing Cohort that trains Black, Asian, and Latinx Jews to be changemakers in their communities"
"Health Resources in Action, Inc.",Everett Haitian Community Center,"98,750",2021,1 year,Not Specified,Disaster relief,Ethnic and racial groups; Immigrants and migrants; Low-income people; Victims of disaster,Emergency funds; Program support,Cash grants,COVID-19 Community Grants Program
The Commonwealth Fund,Boston University School of Public Health,"97,304",2021,1 year,Medicaid,Health insurance,Women and girls; Low-income people,Equal access; Data and measurement systems,Cash grants,"Dr. Gordon will use national Medicaid claims for births from 2014-2016 to measure racial and ethnic differences in postpartum Medicaid enrollment and the prevalence and timing of pregnancy-related complications in the postpartum year. They will also use linked income, birth certificate, and all payer claims data from Colorado to estimate the causal effect of postpartum Medicaid eligibility beyond 60 days on postpartum enrollment, utilization, and health outcomes compared to commercial insurance."
Barr Foundation,New England Blacks in Philanthropy,"90,000",2021,0.5 months,Not Specified,Philanthropy,Children and youth; Adults; Ethnic and racial groups; People of African descent; Social and economic status; Work status and occupations,Advocacy; Program support,Cash grants,To provide support for the development and launch of the Give Black Alliance program
"Health Resources in Action, Inc.",Massachusetts Alliance of Portuguese Speakers (MAPS),"86,542",2021,1 year,Not Specified,Disaster relief,Victims of disaster,Emergency funds; Program support,Cash grants,COVID-19 Community Grants Program
"Health Resources in Action, Inc.",African Community Education Program,"80,150",2021,1 year,Not Specified,Disaster relief,Children and youth; People of African descent; Immigrants; Refugees and displaced people; Victims of disaster; Students,Emergency funds; Program support,Cash grants,COVID-19 Community Grants Program
Charles Hayden Foundation,Cristo Rey Boston High School,"80,000",2021,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Catholics; Low-income people; Students,Program support,Cash grants,"Toward the support of their College Readiness, College Access, and College Success Programs"
Lloyd G. Balfour Foundation,Worcester State Foundation,"80,000",2021,1 month,Youth Development,Education services,Immigrants and migrants,Program support,Cash grants,Latinos Involved in Discovering Educational Resources (LIDER): College Success in Worcester and Springfield
NBCUniversal Foundation,Chica Project,"80,000",2021,1 year,Not Specified,Public health,Women and girls,"Public engagement and education; Policy, advocacy and systems reform; Program support",Cash grants,"NBC10 Boston/WBTS, Telemundo Boston/WNEU, NBC Sports Boston, NECN and the Comcast NBCUniversal Foundation announced that the Chica Project received an $80,000 Project Innovation grant. Chica Project closes the opportunity divide for Latinas and other Women of Color by empowering them with the skills, confidence and networks they need to thrive. The organization will use grant funding to expand Chica Project’s micro-public health campaign to educate Latinx girls and other young Women of Color about how to prevent COVID-19 while helping them to become public health advocates."
"Health Resources in Action, Inc.","MissionSAFE: A New Beginning, Inc.","78,750",2021,1 year,Not Specified,Disaster relief,Children and youth; Ethnic and racial groups; Low-income people; Victims of disaster,Emergency funds; Program support,Cash grants,COVID-19 Community Grants Program
Doris Duke Charitable Foundation,Boston Medical Center,"77,000",2021,1 month,Medical Research,Diseases and conditions,People of Middle Eastern descent; People of Asian descent; People of African descent; People of Latin American descent; Multiracial people,Research and evaluation,Cash grants,Inhibition of LSD1 by small molecule inhibitors stimulates fetal hemoglobin synthesis for sickle cell disease
Doris Duke Charitable Foundation,Children's Hospital Boston,"77,000",2021,1 month,Medical Research,Diseases and conditions,People of Middle Eastern descent; People of Asian descent; People of African descent; People of Latin American descent; Multiracial people,Research and evaluation,Cash grants,Structure-based small molecules for HBF reactivation
Doris Duke Charitable Foundation,Children's Hospital Boston,"77,000",2021,1 month,Medical Research,Diseases and conditions,People of Middle Eastern descent; People of Asian descent; People of African descent; People of Latin American descent; Multiracial people,Research and evaluation,Cash grants,Enhanced nuclease delivery for therapeutic gene editing of hematopoietic stem cells in sickle cell disease
Charles Hayden Foundation,Boston Preparatory Charter Public School,"76,500",2021,1 year,Not Specified,Charter school education,People of African descent; People of Latin American descent; Low-income people; Students,General support,Cash grants,Toward the support of their operation amidst the dual crises of COVID-19 and systemic racism
Barr Foundation,"Hyde Square Task Force, Inc.","75,000",2021,0.75 months,Not Specified,Community improvement,Children and youth; Ethnic and racial groups; Low-income people,Capacity-building and technical assistance,Cash grants,To support the development of a strategic plan
Barr Foundation,Philanthropy Massachusetts,"75,000",2021,2 months,Not Specified,Entrepreneurship,Not Specified,Program support,Cash grants,"To provide core support for its GK Fund program, which supports BIPOC-owned small businesses in Massachusetts"
Foundation for MetroWest Inc.,The Latino Health Ins Program Inc,"75,000",2021,1 year,2021 EOHED COVID-19 Relief Grant Program,Disaster relief,Low-income people,Emergency funds; Program support,Cash grants,"75,000.00 To support 100 families from Metrowest with medical payment needs, utility bills, food, or rent/ mortgage issues all affected due to COVID-19"
Foundation for MetroWest Inc.,Jewish Family Service of MW,"75,000",2021,1 year,2021 EOHED COVID-19 Relief Grant Program,Disaster relief,Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people,Emergency funds; Program support,Cash grants,"A total of $75,000 for housing stabilization (rental assistance, emergency food and household goods) for low income immigrants, primarily Latino undocumented immigrants from Central and South America and Brazil. Up to 10% can be used for implementation costs. COVID-19"
Foundation for MetroWest Inc.,Literations,"75,000",2021,1 year,Action Project,Reading promotion,Ethnic and racial groups; Students,Research; Pilot programs,Cash grants,To support a one year pilot program at Framingham’s Mccarthy and Stapleton elementary schools to address the literacy gap for racially and ethnically diverse students.
Lloyd G. Balfour Foundation,"Hyde Square Task Force, Inc.","75,000",2021,2 months,Youth Development\Youth Development Programs,Education services,Economically disadvantaged people,Program support,Cash grants,Jvenes en Accin (JEA) / College Success Program (CSP)
Lloyd G. Balfour Foundation,"Breakthrough Greater Boston, Inc.","75,000",2021,1 month,Education,Higher education,Economically disadvantaged people,Program support,Cash grants,Expanding and Enhancing Breakthrough’s College Access and Success Programs
Lloyd G. Balfour Foundation,JFYNetWorks,"75,000",2021,2 months,Education\Single Organization Support,Employment,Economically disadvantaged people,General support,Cash grants,General operations of the organization
Nellie Mae Education Foundation,Massachusetts Community Action Network,"75,000",2021,1 year,"Partnerships, Coalitions and Movements",Democracy,Ethnic and racial groups; Low-income people,Program support,Cash grants,Will launch its first weeklong training for new and emerging organizers. The hope is to capture the energy coming out of redistricting and the election season to ensure that potential organizing staff are equipped with the basics of an organizing model that can propel their work forward. Will train 20-40 people this year and hope to grow that number each year. It is anticipated that people will will take on the necessary organizing roles to help win passage of the Fair Share Amendment in 2022.
Nellie Mae Education Foundation,Peace Development Fund,"75,000",2021,1 year,"Partnerships, Coalitions and Movements",Human rights,Ethnic and racial groups,Program support,Cash grants,"The Edj Coalition does statewide education and organizing work that supports and strengthens local grassroots education justice movements. Campaigns inlcude: Police Out of Schools, Support the Implementation of Ethnic Studies,Critical Incidence Response, and Community Professional Development."
"NIKE, Inc. Corporate Giving Program",InnerCity Weightlifting,"75,000",2021,1 year,Not Specified,Crime prevention,People of African descent; Victims of crime and abuse,General support,Cash grants,"Nike donated $75,000 to Innercity Weightlifting. The grant is part of a $2.75 Million commitment to local organizations that fuel economic empowerment, education and social justice on behalf of Black communities in seven U.S. Cities."
"NIKE, Inc. Corporate Giving Program",Becoming A Man (BAM),"75,000",2021,1 year,Not Specified,Ethnic and racial minority rights,People of African descent; Low-income people,General support,Cash grants,"Nike donated $75,000 to Becoming A Man (BAM). The grant is part of a $2.75 Million commitment to local organizations that fuel economic empowerment, education and social justice on behalf of Black communities in seven U.S. Cities."
Terra Foundation for American Art,The Norman Rockwell Museum,"75,000",2021,1 year,Not Specified,Human rights,Ethnic and racial groups,Capital and infrastructure,Cash grants,"To support planning and development for the reinstallation of the Norman Rockwell's permanent collection, addressing and contextualizing systemic racism in illustration art"
